Id,NamaUnor,DiatasanId
466D9577BD980F89E050640A29022FEF,----------Sub Bagian Kepegawaian Sekretariat Daerah,466D9577BD970F89E050640A29022FEF
466D9577BD990F89E050640A29022FEF,----------Sub bagian Umum Dan Kepegawaian Biro - Biro Administrasi Pimpinan,466D9577BD970F89E050640A29022FEF
8ae483a6788be8780178b4c25502412c,----------SUB BAGIAN PERENCANAAN DAN PELAPORAN SEKRETARIAT DAERAH,466D9577BD970F89E050640A29022FEF
466D9577BD9A0F89E050640A29022FEF,--------Bagian Materi Dan Komunikasi Pimpinan -  Biro Administrasi Pimpinan,466D9577BD960F89E050640A29022FEF
466D9577BD9B0F89E050640A29022FEF,----------Sub Bagian Komunikasi Pimpinan,466D9577BD9A0F89E050640A29022FEF
466D9577BD9C0F89E050640A29022FEF,----------Sub Bagian Dokumentasi Pimpinan,466D9577BD9A0F89E050640A29022FEF
8ae483a6788be8780178b4c4c89a4232,----------SUB BAGIAN PENYIAPAN MATERI PIMPINAN,466D9577BD9A0F89E050640A29022FEF
466D9577BD9D0F89E050640A29022FEF,--------Bagian Protokol - Biro Administrasi Pimpinan,466D9577BD960F89E050640A29022FEF
466D9577BD9E0F89E050640A29022FEF,----------Sub Bagian Protokol Acara,466D9577BD9D0F89E050640A29022FEF
466D9577BD9F0F89E050640A29022FEF,----------Sub Bagian Protokol Pelayanan Tamu,466D9577BD9D0F89E050640A29022FEF
466D9577BDA00F89E050640A29022FEF,----------Sub Bagian Hubungan Keprotokolan,466D9577BD9D0F89E050640A29022FEF
466D9577BDA10F89E050640A29022FEF,--------HAPUS,466D9577BD960F89E050640A29022FEF
466D9577BDA20F89E050640A29022FEF,----------HAPUS,466D9577BDA10F89E050640A29022FEF
466D9577BDA30F89E050640A29022FEF,----------HAPUS 2,466D9577BDA10F89E050640A29022FEF
466D9577BDA40F89E050640A29022FEF,----------HAPUS 3,466D9577BDA10F89E050640A29022FEF
466D9577BD7B0F89E050640A29022FEF,------Biro Organisasi,466D9577BD7A0F89E050640A29022FEF
466D9577BD7C0F89E050640A29022FEF,--------Bagian Kelembagaan dan Analisis Jabatan -  Biro Organisasi,466D9577BD7B0F89E050640A29022FEF
466D9577BD7D0F89E050640A29022FEF,----------Sub Bagian Pembinaan Dan Pengendalian Kelembagaan Kabupaten/kota,466D9577BD7C0F89E050640A29022FEF
466D9577BD7E0F89E050640A29022FEF,----------Sub Bagian Kelembagaan Perangkat Daerah,466D9577BD7C0F89E050640A29022FEF
466D9577BD7F0F89E050640A29022FEF,----------Sub Bagian Analisis dan Formasi Jabatan,466D9577BD7C0F89E050640A29022FEF
466D9577BD800F89E050640A29022FEF,--------Bagian Reformasi Birokrasi Dan Akuntabilitas Kinerja -  Biro Organisasi,466D9577BD7B0F89E050640A29022FEF
466D9577BD810F89E050640A29022FEF,----------Sub Bagian Akuntabilitas Kinerja,466D9577BD800F89E050640A29022FEF
466D9577BD820F89E050640A29022FEF,----------Sub Bagian Budaya Kerja,466D9577BD800F89E050640A29022FEF
466D9577BD830F89E050640A29022FEF,----------Sub Bagian Percepatan Reformasi Birokrasi,466D9577BD800F89E050640A29022FEF
466D9577BD840F89E050640A29022FEF,--------Bagian Tata Laksana - Biro Organisasi,466D9577BD7B0F89E050640A29022FEF
466D9577BD850F89E050640A29022FEF,----------Sub Bagian Tata Laksana Pemerintahan,466D9577BD840F89E050640A29022FEF
466D9577BD860F89E050640A29022FEF,----------Sub Bagian Tata Laksana Pelayanan Publik,466D9577BD840F89E050640A29022FEF
466D9577BD870F89E050640A29022FEF,----------Sub Bagian Umum Dan Kepegawaian,466D9577BD840F89E050640A29022FEF
466D9577BD880F89E050640A29022FEF,------Biro Umum,466D9577BD7A0F89E050640A29022FEF
466D9577BD890F89E050640A29022FEF,--------Bagian Tata Usaha - Biro Umum,466D9577BD880F89E050640A29022FEF
466D9577BD8A0F89E050640A29022FEF,----------Sub Bagian Umum Dan Kepegawaian - Biro Umum,466D9577BD890F89E050640A29022FEF
466D9577BD8B0F89E050640A29022FEF,----------Sub Bagian Pengelolaan Kendaraan,466D9577BD890F89E050640A29022FEF
466D9577BD8C0F89E050640A29022FEF,----------Sub Bagian Persuratan Dan Arsip,466D9577BD890F89E050640A29022FEF
466D9577BD8D0F89E050640A29022FEF,--------Bagian Rumah Tangga - Biro Umum,466D9577BD880F89E050640A29022FEF
466D9577BD8E0F89E050640A29022FEF,----------Sub Bagian Urusan Rumah Tangga Gubernur,466D9577BD8D0F89E050640A29022FEF
466D9577BD8F0F89E050640A29022FEF,----------Sub Bagian Urusan Rumah Tangga Wakil Gubernur,466D9577BD8D0F89E050640A29022FEF
466D9577BD900F89E050640A29022FEF,----------Sub Bagian Urusan Dalam,466D9577BD8D0F89E050640A29022FEF
466D9577BD920F89E050640A29022FEF,--------Bagian Administrasi Keuangan Dan Aset - Biro Umum,466D9577BD880F89E050640A29022FEF
466D9577BD930F89E050640A29022FEF,----------Sub Bagian Keuangan Dan Verifikasi Sekretariat Daerah,466D9577BD920F89E050640A29022FEF
466D9577BD940F89E050640A29022FEF,----------Sub Bagian Akuntansi Dan Penatausahaan Aset,466D9577BD920F89E050640A29022FEF
466D9577BD950F89E050640A29022FEF,"----------Sub Bagian Penggunaan, Pengamanan Dan Pemeliharaan Aset Sekretariat Daerah",466D9577BD920F89E050640A29022FEF
8ae482a759dd63890159ddc181ac29ab,"----Staf Ahli Bidang Pemerintahan, Hukum dan Politik",466D9577BD230F89E050640A29022FEF
8ae482a759dd63890159ddc443ab2fda,"----Staf Ahli Bidang Ekonomi, Keuangan dan Pembangunan",466D9577BD230F89E050640A29022FEF
8ae482a759dd63890159ddc53f333162,----Staf Ahli Bidang Kemasyarakatan dan Sumber Daya Manusia,466D9577BD230F89E050640A29022FEF
466D9577BEE50F89E050640A29022FEF,--Badan Pengembangan Sumber Daya Manusia,466D9577BD220F89E050640A29022FEF
466D9577BEE60F89E050640A29022FEF,----Sekretariat,466D9577BEE50F89E050640A29022FEF
466D9577BEE70F89E050640A29022FEF,------Sub Bagian Umum Dan Kepegawaian,466D9577BEE60F89E050640A29022FEF
466D9577BEE80F89E050640A29022FEF,------Sub Bagian Penyusunan Program dan Anggaran,466D9577BEE60F89E050640A29022FEF
466D9577BEE90F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BEE60F89E050640A29022FEF
466D9577BEEA0F89E050640A29022FEF,----Bidang Pengembangan Kompetensi Dasar Dan Manajerial,466D9577BEE50F89E050640A29022FEF
466D9577BEEB0F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Manajerial JPT Dan Jabatan Administrator,466D9577BEEA0F89E050640A29022FEF
466D9577BEEC0F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Manajerial Jabatan Pengawas,466D9577BEEA0F89E050640A29022FEF
466D9577BEED0F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Dasar Dan Kader Pemerintahan Daerah,466D9577BEEA0F89E050640A29022FEF
466D9577BEEE0F89E050640A29022FEF,----Bidang Pengembangan Kompetensi Teknis,466D9577BEE50F89E050640A29022FEF
466D9577BEEF0F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Teknis Urusan Wajib Pelayanan Dasar dan Urusan Pilihan,466D9577BEEE0F89E050640A29022FEF
466D9577BEF00F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Teknis Urusan Wajib Non Pelayanan Dasar,466D9577BEEE0F89E050640A29022FEF
466D9577BEF10F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Teknis Administrasi dan Pemerintahan Umum,466D9577BEEE0F89E050640A29022FEF
466D9577BEF20F89E050640A29022FEF,----Bidang Pengembangan Kompetensi Fungsional Dan Sosial Kultural,466D9577BEE50F89E050640A29022FEF
466D9577BEF30F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Jabatan Fungsional,466D9577BEF20F89E050640A29022FEF
466D9577BEF40F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Sosial Kultural,466D9577BEF20F89E050640A29022FEF
466D9577BEF50F89E050640A29022FEF,------Sub Bidang Pengembangan Kompetensi Tenaga Kediklatan,466D9577BEF20F89E050640A29022FEF
466D9577BEF60F89E050640A29022FEF,----Bidang Pengembangan Pengajaran Kompetensi,466D9577BEE50F89E050640A29022FEF
466D9577BEF90F89E050640A29022FEF,"------Sub Bidang Pengendalian Mutu, Inovasi Kerjasama dan Evaluasi Kediklatan",466D9577BEF60F89E050640A29022FEF
466D9577BEF70F89E050640A29022FEF,------Sub Bidang Sertifikasi Kompetensi,466D9577BEF60F89E050640A29022FEF
466D9577BEF80F89E050640A29022FEF,"------Sub Bidang Pengelolaan Pengajaran, Sumber Belajar dan Teknologi Informasi",466D9577BEF60F89E050640A29022FEF
466D9577BEFA0F89E050640A29022FEF,----UPT SERTIFIKASI KOMPETENSI SUMBER DAYA MANUSIA,466D9577BEE50F89E050640A29022FEF
466D9577BEFB0F89E050640A29022FEF,------Sub Bagian Tata Usaha,466D9577BEFA0F89E050640A29022FEF
466D9577BEFC0F89E050640A29022FEF,------SEKSI PERENCANAAN DAN PENGEMBANGAN SERTIFIKASI KOMPETENSI SDM,466D9577BEFA0F89E050640A29022FEF
466D9577BEFD0F89E050640A29022FEF,------SEKSI PENYELENGGARAAN KOMPETENSI SDM,466D9577BEFA0F89E050640A29022FEF
466D9577BEFE0F89E050640A29022FEF,----Kelompok Jabatan Fungsional,466D9577BEE50F89E050640A29022FEF
8ae483a55e331002015e362103734bd8,----SMA TAMAN MADYA KOTA MALANG,466D9577BEE50F89E050640A29022FEF
466D9577BDA50F89E050640A29022FEF,--Sekretariat DPRD,466D9577BD220F89E050640A29022FEF
466D9577BDAA0F89E050640A29022FEF,----Bagian Persidangan dan Perundang-Undangan,466D9577BDA50F89E050640A29022FEF
466D9577BDAB0F89E050640A29022FEF,------Sub Bagian Rapat dan Risalah,466D9577BDAA0F89E050640A29022FEF
466D9577BDAC0F89E050640A29022FEF,------Sub Bagian Komisi dan Panitia,466D9577BDAA0F89E050640A29022FEF
466D9577BDAD0F89E050640A29022FEF,------Sub Bagian Layanan Aspirasi Masyarakat,466D9577BDAA0F89E050640A29022FEF
466D9577BDAE0F89E050640A29022FEF,----Bagian Program dan Keuangan,466D9577BDA50F89E050640A29022FEF
466D9577BDAF0F89E050640A29022FEF,------Sub Bagian Penyusunan Program dan Anggaran,466D9577BDAE0F89E050640A29022FEF
466D9577BDB00F89E050640A29022FEF,------Sub Bagian Perbendaharaan,466D9577BDAE0F89E050640A29022FEF
466D9577BDB10F89E050640A29022FEF,------Sub Bagian Verifikasi,466D9577BDAE0F89E050640A29022FEF
466D9577BDB20F89E050640A29022FEF,----Bagian Fasilitasi Penganggaran dan Pengawasan,466D9577BDA50F89E050640A29022FEF
466D9577BDB40F89E050640A29022FEF,------Sub Bagian Data Dan Perpustakaan,466D9577BDB20F89E050640A29022FEF
466D9577BDB30F89E050640A29022FEF,------Sub Bagian Produk Hukum,466D9577BDB20F89E050640A29022FEF
466D9577BDB50F89E050640A29022FEF,"------Sub Bagian Dokumentasi, Informasi dan Publikasi",466D9577BDB20F89E050640A29022FEF
466D9577BDA60F89E050640A29022FEF,----Bagian Umum,466D9577BDA50F89E050640A29022FEF
466D9577BDA70F89E050640A29022FEF,------Sub Bagian Tata Usaha dan Kepegawaian,466D9577BDA60F89E050640A29022FEF
466D9577BDA80F89E050640A29022FEF,------Sub Bagian Perlengkapan dan Pemeliharaan,466D9577BDA60F89E050640A29022FEF
466D9577BDA90F89E050640A29022FEF,------Sub Bagian Rumah Tangga dan Protokol,466D9577BDA60F89E050640A29022FEF
466D9577BDB60F89E050640A29022FEF,----Kelompok Jabatan Fungsional,466D9577BDA50F89E050640A29022FEF
466D9577BDB70F89E050640A29022FEF,--Badan Kepegawaian Daerah,466D9577BD220F89E050640A29022FEF
466D9577BDB80F89E050640A29022FEF,----Sekretariat,466D9577BDB70F89E050640A29022FEF
466D9577BDB90F89E050640A29022FEF,------SUB BAGIAN UMUM DAN KEPEGAWAIAN,466D9577BDB80F89E050640A29022FEF
466D9577BDBB0F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BDB80F89E050640A29022FEF
466D9577BDC00F89E050640A29022FEF,"----Bidang Pembinaan, Kesejahteraan Dan Perlindungan Hukum Aparatur Sipil Negara",466D9577BDB70F89E050640A29022FEF
466D9577BDC80F89E050640A29022FEF,----Bidang Pengembangan ASN,466D9577BDB70F89E050640A29022FEF
466D9577BDBC0F89E050640A29022FEF,"----Bidang Perencanaan, Pengadaan, Pengolahan Data dan Sistem Informasi",466D9577BDB70F89E050640A29022FEF
466D9577BDC40F89E050640A29022FEF,----Bidang Mutasi,466D9577BDB70F89E050640A29022FEF
8ae483a5830cdceb0183200e919b1a69,----UPT Pusat Penilaian Pegawai,466D9577BDB70F89E050640A29022FEF
8ae483a5830cdceb01832010161c1acc,------Sub Bagian Tata Usaha - UPT Pusat Penilaian Pegawai,8ae483a5830cdceb0183200e919b1a69
8ae483c58a1689a4018a884a3f102b35,"------Seksi Pemasaran, Layanan dan Evaluasi",8ae483a5830cdceb0183200e919b1a69
8ae483c58a1689a4018a884b560f2b61,------Seksi Penilaian Sumber Daya Manusia,8ae483a5830cdceb0183200e919b1a69
466D9577BDD00F89E050640A29022FEF,--Badan Kesatuan Bangsa dan Politik,466D9577BD220F89E050640A29022FEF
466D9577BDD10F89E050640A29022FEF,----Sekretariat,466D9577BDD00F89E050640A29022FEF
466D9577BDD20F89E050640A29022FEF,------Sub Bagian Umum dan Kepegawaian,466D9577BDD10F89E050640A29022FEF
466D9577BDD30F89E050640A29022FEF,------Sub Bagian Penyusunan Program,466D9577BDD10F89E050640A29022FEF
466D9577BDD40F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BDD10F89E050640A29022FEF
466D9577BDD50F89E050640A29022FEF,"----Bidang Ketahanan Ekonomi, Sosial, Budaya, Agama dan Ormas",466D9577BDD00F89E050640A29022FEF
466D9577BDD60F89E050640A29022FEF,------Sub Bidang Lembaga Politik,466D9577BDD50F89E050640A29022FEF
466D9577BDD70F89E050640A29022FEF,------Sub Bidang Lembaga Kemasyarakatan,466D9577BDD50F89E050640A29022FEF
466D9577BDD80F89E050640A29022FEF,"----Bidang Ideologi, Wawasan Kebangsaan Dan Karakter Bangsa",466D9577BDD00F89E050640A29022FEF
466D9577BDDA0F89E050640A29022FEF,------Sub Bidang Pembauran Bangsa,466D9577BDD80F89E050640A29022FEF
466D9577BDD90F89E050640A29022FEF,------Sub Bidang Wawasan Kebangsaan,466D9577BDD80F89E050640A29022FEF
466D9577BDDB0F89E050640A29022FEF,----Bidang Politik Dalam Negeri,466D9577BDD00F89E050640A29022FEF
466D9577BDDC0F89E050640A29022FEF,------Sub Bidang Demokrasi dan HAM,466D9577BDDB0F89E050640A29022FEF
466D9577BDDD0F89E050640A29022FEF,------Sub Bidang Pengembangan Etika Politik,466D9577BDDB0F89E050640A29022FEF
466D9577BDDE0F89E050640A29022FEF,----Bidang Kewaspadaan Nasional dan Penanganan Konflik,466D9577BDD00F89E050640A29022FEF
466D9577BDDF0F89E050640A29022FEF,------Sub Bidang Pencegahan Konflik,466D9577BDDE0F89E050640A29022FEF
466D9577BDE00F89E050640A29022FEF,------Sub Bidang Penanganan Konflik,466D9577BDDE0F89E050640A29022FEF
466D9577BDE10F89E050640A29022FEF,--Badan Koordinasi Wilayah Pemerintahan dan Pembangunan Bojonegoro,466D9577BD220F89E050640A29022FEF
466D9577BDE20F89E050640A29022FEF,----Sekretariat,466D9577BDE10F89E050640A29022FEF
466D9577BDE40F89E050640A29022FEF,------SUB BAGIAN PENYUSUNAN PROGRAM DAN ANGGARAN,466D9577BDE20F89E050640A29022FEF
466D9577BDE30F89E050640A29022FEF,------Sub Bagian Umum dan Kepegawaian,466D9577BDE20F89E050640A29022FEF
466D9577BDE50F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BDE20F89E050640A29022FEF
466D9577BDE60F89E050640A29022FEF,----Bidang Pembangunan Ekonomi,466D9577BDE10F89E050640A29022FEF
466D9577BDE70F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi I,466D9577BDE60F89E050640A29022FEF
466D9577BDE80F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi II,466D9577BDE60F89E050640A29022FEF
466D9577BDE90F89E050640A29022FEF,----Bidang Pemerintahan,466D9577BDE10F89E050640A29022FEF
466D9577BDEA0F89E050640A29022FEF,------Sub Bidang Pemerintahan I,466D9577BDE90F89E050640A29022FEF
466D9577BDEB0F89E050640A29022FEF,------Sub Bidang Pemerintahan II,466D9577BDE90F89E050640A29022FEF
466D9577BDEC0F89E050640A29022FEF,----Bidang Kemasyarakatan,466D9577BDE10F89E050640A29022FEF
466D9577BDED0F89E050640A29022FEF,------Sub Bidang Kemasyarakatan I,466D9577BDEC0F89E050640A29022FEF
466D9577BDEE0F89E050640A29022FEF,------Sub Bidang Kemasyarakatan II,466D9577BDEC0F89E050640A29022FEF
466D9577BDEF0F89E050640A29022FEF,----Bidang Sarana dan Prasarana,466D9577BDE10F89E050640A29022FEF
466D9577BDF00F89E050640A29022FEF,------Sub Bidang Sarana Dan Prasarana I,466D9577BDEF0F89E050640A29022FEF
466D9577BDF10F89E050640A29022FEF,------SUB BIDANG SARANA DAN PRASARANA II,466D9577BDEF0F89E050640A29022FEF
466D9577BDF20F89E050640A29022FEF,--Badan Koordinasi Wilayah Pemerintahan dan Pembangunan Jember,466D9577BD220F89E050640A29022FEF
466D9577BDF30F89E050640A29022FEF,----Sekretariat,466D9577BDF20F89E050640A29022FEF
466D9577BDF40F89E050640A29022FEF,------Sub Bagian Umum Dan Kepegawaian,466D9577BDF30F89E050640A29022FEF
466D9577BDF50F89E050640A29022FEF,------Sub Bagian Penyusunan Program dan Anggaran,466D9577BDF30F89E050640A29022FEF
466D9577BDF60F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BDF30F89E050640A29022FEF
466D9577BDF70F89E050640A29022FEF,----Bidang Pembangunan Ekonomi,466D9577BDF20F89E050640A29022FEF
466D9577BDF80F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi I,466D9577BDF70F89E050640A29022FEF
466D9577BDF90F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi II,466D9577BDF70F89E050640A29022FEF
466D9577BDFA0F89E050640A29022FEF,----Bidang Pemerintahan,466D9577BDF20F89E050640A29022FEF
466D9577BDFB0F89E050640A29022FEF,------Sub Bidang Pemerintahan I,466D9577BDFA0F89E050640A29022FEF
466D9577BDFC0F89E050640A29022FEF,------Sub Bidang Pemerintahan II,466D9577BDFA0F89E050640A29022FEF
466D9577BDFD0F89E050640A29022FEF,----Bidang Kemasyarakatan,466D9577BDF20F89E050640A29022FEF
466D9577BDFE0F89E050640A29022FEF,------Sub Bidang Kemasyarakatan I,466D9577BDFD0F89E050640A29022FEF
466D9577BDFF0F89E050640A29022FEF,------Sub Bidang Kemasyarakatan II,466D9577BDFD0F89E050640A29022FEF
466D9577BE000F89E050640A29022FEF,----Bidang Sarana dan Prasarana,466D9577BDF20F89E050640A29022FEF
466D9577BE010F89E050640A29022FEF,------Sub Bidang Sarana Dan Prasarana I,466D9577BE000F89E050640A29022FEF
466D9577BE020F89E050640A29022FEF,------Sub Bidang Sarana Dan Prasarana II,466D9577BE000F89E050640A29022FEF
466D9577BE030F89E050640A29022FEF,--Badan Koordinasi Wilayah Pemerintahan dan Pembangunan Madiun,466D9577BD220F89E050640A29022FEF
466D9577BE040F89E050640A29022FEF,----Sekretariat,466D9577BE030F89E050640A29022FEF
466D9577BE060F89E050640A29022FEF,------Sub Bagian Penyusunan Program Dan Anggaran,466D9577BE040F89E050640A29022FEF
466D9577BE050F89E050640A29022FEF,------Sub Bagian Tata Usaha,466D9577BE040F89E050640A29022FEF
466D9577BE070F89E050640A29022FEF,------Sub Bagian Keuangan,466D9577BE040F89E050640A29022FEF
466D9577BE080F89E050640A29022FEF,----Bidang Pembangunan Ekonomi,466D9577BE030F89E050640A29022FEF
466D9577BE090F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi I,466D9577BE080F89E050640A29022FEF
466D9577BE0A0F89E050640A29022FEF,------Sub Bidang Pembangunan Ekonomi II,466D9577BE080F89E050640A29022FEF
