id,nama,bup_usia,kel_jabatan_id,jenjang,status,cepat_kode
A5EB03E23FBAF6A0E040640A040252AD,Pengawas Radiasi Pelaksana,58,A5EB03E23DAEF6A0E040640A040252AD,MU,X,15707
A5EB03E23FB8F6A0E040640A040252AD,Pengawas Radiasi Penyelia,58,A5EB03E23DAEF6A0E040640A040252AD,PY,X,15705
A5EB03E2407FF6A0E040640A040252AD,Pemeriksa Merek Pelaksana / Terampil,58,A5EB03E23DB8F6A0E040640A040252AD,TR,X,12307
A5EB03E2407DF6A0E040640A040252AD,Pemeriksa Merek Penyelia,58,A5EB03E23DB8F6A0E040640A040252AD,PY,X,12305
8ae4829b3dab4019013dc41e9faa1cc5,Pengawas Sekolah Utama - Taman Kanak Kanak / Sekolah Dasar,65,A5EB03E23DEEF6A0E040640A040252AD,UT,X,21006
A5EB03E23EB4F6A0E040640A040252AD,Pranata Komputer Pelaksana Pemula / Pemula,58,A5EB03E23DC8F6A0E040640A040252AD,PM,X,10508
A5EB03E23FAAF6A0E040640A040252AD,Statistisi Pelaksana Pemula / Pemula,58,A5EB03E23DCAF6A0E040640A040252AD,PM,X,14908
A5EB03E2409FF6A0E040640A040252AD,Pranata Nuklir Pelaksana Pemula,58,A5EB03E23DDCF6A0E040640A040252AD,PM,X,17008
A5EB03E23F68F6A0E040640A040252AD,Pengantar Kerja Pelaksana / Terampil,58,A5EB03E23DE3F6A0E040640A040252AD,TR,X,07806
A5EB03E23F67F6A0E040640A040252AD,Pengantar Kerja Pelaksana Lanjutan / Mahir,58,A5EB03E23DE3F6A0E040640A040252AD,MH,X,07805
A5EB03E23F66F6A0E040640A040252AD,Pengantar Kerja Penyelia,58,A5EB03E23DE3F6A0E040640A040252AD,PY,X,07804
A79F2E25D353219AE050640A29033E4F,Asisten Inspektur Angkutan Udara Terampil,58,A79F2E25D352219AE050640A29033E4F,TR,N,22007
A79F2E25D358219AE050640A29033E4F,Asisten Inspektur Bandar Udara Mahir,58,A79F2E25D356219AE050640A29033E4F,MH,N,22011
B0FF1B7826943E38E050640A29037B2B,Penyuluh Lingkungan Hidup Ahli Utama,65,B0FF1B7826903E38E050640A29037B2B,UT,X,08513
A5EB03E23FD3F6A0E040640A040252AD,Asisten Teknisi Siaran,58,A5EB03E23DB0F6A0E040640A040252AD,PY,X,01811
A5EB03E23FD0F6A0E040640A040252AD,Ajun Teknisi Siaran,58,A5EB03E23DB0F6A0E040640A040252AD,PY,X,01808
ff8080813285cb4d0132900330cb126b,Teknisi Litkayasa Pelaksana Pemula,58,A5EB03E23DECF6A0E040640A040252AD,PM,X,04714
ff8080813285cb4d0132900510be1343,Teknisi Litkayasa Pelaksana / Terampil,58,A5EB03E23DECF6A0E040640A040252AD,TR,X,04715
BD13E2C5F1B23FB9E050640A29034504,Analis Pemanfaatan Ilmu Pengetahuan dan Teknologi Ahli Pertama,58,BD13DF53491E2F7CE050640A2A030C80,PT,N,87182
BD13E2C6E8820963E050640A29034509,Analis Pemanfaatan Ilmu Pengetahuan dan Teknologi Ahli Muda,58,BD13DF53491E2F7CE050640A2A030C80,MU,N,87183
BD13E2C7BCF0F4D1E050640A2903450D,Analis Pemanfaatan Ilmu Pengetahuan dan Teknologi Ahli Madya,60,BD13DF53491E2F7CE050640A2A030C80,MA,N,87184
BD13E2C89F649914E050640A2A030D47,Analis Pemanfaatan Ilmu Pengetahuan dan Teknologi Ahli Utama,65,BD13DF53491E2F7CE050640A2A030C80,UT,N,87185
BD163A8B0EE1D883E050640A29032705,Kurator Koleksi Hayati Ahli Pertama,58,BD1638B0B1AE634DE050640A2903269C,PT,N,87186
BD163A8BE12C8464E050640A2A03151D,Kurator Koleksi Hayati Ahli Muda,58,BD1638B0B1AE634DE050640A2903269C,MU,N,87187
BD163A8D21B2F5E2E050640A29032709,Kurator Koleksi Hayati Ahli Madya,60,BD1638B0B1AE634DE050640A2903269C,MA,N,87188
BD163A8E1144C504E050640A2903270D,Kurator Koleksi Hayati Ahli Utama,65,BD1638B0B1AE634DE050640A2903269C,UT,N,87189
BD17664F1E472F4CE050640A2A035A32,Penata Kehakiman Ahli Pertama,58,BD1760B0C98722D3E050640A2903551C,PT,N,87190
BD1766506EBA3165E050640A29035643,Penata Kehakiman Ahli Muda,58,BD1760B0C98722D3E050640A2903551C,MU,N,87191
BD1766516D153F40E050640A29035648,Penata Kehakiman Ahli Madya,60,BD1760B0C98722D3E050640A2903551C,MA,N,87192
BD17665209135422E050640A2A035A3B,Penata Kehakiman Ahli Utama,65,BD1760B0C98722D3E050640A2903551C,UT,N,87193
BD17A3F7E4F61382E050640A29035FEA,Penata Penerbitan Ilmiah Ahli Pertama,58,BD179C6BD76F5625E050640A2A036602,PT,N,87194
BD17A3F8FEE035BDE050640A29035FEF,Penata Penerbitan Ilmiah Ahli Muda,58,BD179C6BD76F5625E050640A2A036602,MU,N,87195
BD17A3F9DB4F3165E050640A2A0367A0,Penata Penerbitan Ilmiah Ahli Madya,60,BD179C6BD76F5625E050640A2A036602,MA,N,87196
BD17B001F3C85B5FE050640A290361B7,Analis Data Ilmiah Ahli Pertama,58,BD17AEE30434602EE050640A2903619F,PT,N,87197
BD17B002D11E86EAE050640A290361BB,Analis Data Ilmiah Ahli Muda,58,BD17AEE30434602EE050640A2903619F,MU,N,87198
BD17B003D2468D76E050640A2A036A13,Analis Data Ilmiah Ahli Madya,60,BD17AEE30434602EE050640A2903619F,MA,N,87199
BD17B004B237AD6BE050640A2A036A17,Analis Data Ilmiah Ahli Utama,65,BD17AEE30434602EE050640A2903619F,UT,N,87200
BD17C9C32568F447E050640A290365A6,Analis Kebencanaan Ahli Pertama,58,BD17C858D36A1806E050640A29036586,PT,N,87201
BD17C9C43294E2A5E050640A290365AA,Analis Kebencanaan Ahli Muda,58,BD17C858D36A1806E050640A29036586,MU,N,87202
BD17C9C4F98B2BA8E050640A290365AE,Analis Kebencanaan Ahli Madya,60,BD17C858D36A1806E050640A29036586,MA,N,87203
BD17E659E3A07016E050640A29036A62,Penata Penanggulangan Bencana Ahli Pertama,58,BD17E41ECC13A947E050640A2A037617,PT,N,87204
BD17E65AA227A9B9E050640A2A03765C,Penata Penanggulangan Bencana Ahli Muda,58,BD17E41ECC13A947E050640A2A037617,MU,N,87205
BD17E65B8BA9D723E050640A2A037660,Penata Penanggulangan Bencana Ahli Madya,60,BD17E41ECC13A947E050640A2A037617,MA,N,87206
7b989cf33c4347299ed7566dfae7721b,Penata Penyelenggaraan Pos dan Informatika Ahli Pertama,58,c7ca521af5d94cf4a72c57d72f59d0c5,PT,N,87485
f28a491a482344698e0ddcc35f56a0c4,Penata Penyelenggaraan Pos dan Informatika Ahli Muda,58,c7ca521af5d94cf4a72c57d72f59d0c5,MU,N,87486
fce3c5dfcaf1422c90bd2186080b8360,Penata Penyelenggaraan Pos dan Informatika Ahli Madya,60,c7ca521af5d94cf4a72c57d72f59d0c5,MA,N,87487
b045cb21c51d4c5e863811136a934713,Penata Penyelenggaraan Pos dan Informatika Ahli Utama,60,c7ca521af5d94cf4a72c57d72f59d0c5,PT,N,87488
CE26C70758CEC43BE050640AF1083D05,Pembina Industri Ahli Pertama,58,CE26C70758CDC43BE050640AF1083D05,PT,N,87209
CE26C70758CFC43BE050640AF1083D05,Pembina Industri Ahli Muda,58,CE26C70758CDC43BE050640AF1083D05,MU,N,87210
CE26C70758D0C43BE050640AF1083D05,Pembina Industri Ahli Madya,60,CE26C70758CDC43BE050640AF1083D05,MA,N,87211
A5EB03E23F39F6A0E040640A040252AD,Asisten Penyuluh Pajak Terampil,58,d04d14db58b84cad81326a5ed6a2a281,TR,X,18907
b5e347cd27774e52bb68d26c2b718e7e,Penata Kelola Pengawasan Pemilihan Umum Ahli Utama,60,6d802136e7764f7c9e2652a296099683,UT,N,87440
cc03fc4d25ee40649b677fd704c920bd,Analis Kerja Sama Ahli Utama,60,7c3a33e01e5e40309c8424a993715447,UT,N,87429
ee9a9e1b9bcc4ebc850ae3822a1f3151,Analis Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan Ahli Utama,60,8a2956d40e8a4b3985b26f10a44ba265,UT,N,87425
A5EB03E23E60F6A0E040640A040252AD,Fisikawan Medis Ahli Pertama,58,A5EB03E23D97F6A0E040640A040252AD,PT,N,19203
A5EB03E23F38F6A0E040640A040252AD,Asisten Penyuluh Pajak Mahir,58,d04d14db58b84cad81326a5ed6a2a281,MH,X,18906
9197dca2860843e68ad553eb690a71de,Asisten Penyuluh Pajak Mahir,58,d04d14db58b84cad81326a5ed6a2a281,MH,N,87370
A5EB03E23F37F6A0E040640A040252AD,Asisten Penyuluh Pajak Penyelia,58,d04d14db58b84cad81326a5ed6a2a281,PY,X,18905
9761856f64224b358d1abd04a0f84ffd,Asisten Penyuluh Pajak Penyelia,58,d04d14db58b84cad81326a5ed6a2a281,PY,N,87371
D32C3300A1AE790BE050640AF10846BB,Analis Prasarana dan Sarana Pertanian Ahli Pertama,58,D32C261860045549E050640AF108417C,PT,N,87213
D32C33236695B95AE050640AF10846BE,Analis Prasarana dan Sarana Pertanian Ahli Muda,58,D32C261860045549E050640AF108417C,MU,N,87214
D32C33249164D63FE050640AF10846C0,Analis Prasarana dan Sarana Pertanian Ahli Madya,60,D32C261860045549E050640AF108417C,MA,N,87215
D42E31B559950B3CE050640AF1087350,Adyatama Kepariwisataan dan Ekonomi Kreatif Ahli Pertama,58,D42E2B203CC9AF26E050640AF1087036,PT,N,87216
D42E31D79BB5CDBAE050640AF1087369,Adyatama Kepariwisataan dan Ekonomi Kreatif Ahli Muda,58,D42E2B203CC9AF26E050640AF1087036,MU,N,87217
D42E31D8AFBEF9A1E050640AF108736B,Adyatama Kepariwisataan dan Ekonomi Kreatif Ahli Madya,60,D42E2B203CC9AF26E050640AF1087036,MA,N,87218
D42E31FADF768CF3E050640AF108738B,Adyatama Kepariwisataan dan Ekonomi Kreatif Ahli Utama,65,D42E2B203CC9AF26E050640AF1087036,UT,N,87219
D570741BD0BA5E10E050640AF1086973,Analis Pengembangan Kompetensi ASN Ahli Pertama,58,D570741BD0B45E10E050640AF1086973,PT,N,87223
D570741BD0B95E10E050640AF1086973,Analis Pengembangan Kompetensi ASN Ahli Muda,58,D570741BD0B45E10E050640AF1086973,MU,N,87222
D570741BD0B85E10E050640AF1086973,Analis Pengembangan Kompetensi ASN Ahli Madya,60,D570741BD0B45E10E050640AF1086973,MA,N,87221
D570741BD0B75E10E050640AF1086973,Analis Pengembangan Kompetensi ASN Ahli Utama,65,D570741BD0B45E10E050640AF1086973,UT,N,87220
D573E002CC54F064E050640AF2086960,Pengembang Penilaian Pendidikan Ahli Pertama,58,D573E002CC53F064E050640AF2086960,PT,N,19809
D573E002CC55F064E050640AF2086960,Pengembang Penilaian Pendidikan Ahli Muda,58,D573E002CC53F064E050640AF2086960,MU,N,19810
D573E002CC56F064E050640AF2086960,Pengembang Penilaian Pendidikan Ahli Madya,60,D573E002CC53F064E050640AF2086960,MA,N,19811
D573E002CC57F064E050640AF2086960,Pengembang Penilaian Pendidikan Ahli Utama,65,D573E002CC53F064E050640AF2086960,UT,N,19812
D5D6A3557937B230E050640AF2082107,Pengembang Kurikulum Ahli Pertama,58,D5D6A3557936B230E050640AF2082107,PT,N,19813
D5D6A3557938B230E050640AF2082107,Pengembang Kurikulum Ahli Muda,58,D5D6A3557936B230E050640AF2082107,MU,N,19814
D5D6A3557939B230E050640AF2082107,Pengembang Kurikulum Ahli Madya,60,D5D6A3557936B230E050640AF2082107,MA,N,19815
D5D6A355793AB230E050640AF2082107,Pengembang Kurikulum Ahli Utama,65,D5D6A3557936B230E050640AF2082107,UT,N,19816
D5E86E56B6F7898DE050640AF1086AE4,Asisten Pemeriksa Bea dan Cukai Pemula,58,D5E86E56B6FA898DE050640AF1086AE4,PM,N,13110
D5E86E56B6F8898DE050640AF1086AE4,Asisten Pemeriksa Bea dan Cukai Terampil,58,D5E86E56B6FA898DE050640AF1086AE4,TR,N,13111
D5E86E56B6FB898DE050640AF1086AE4,Asisten Pemeriksa Bea dan Cukai Penyelia,58,D5E86E56B6FA898DE050640AF1086AE4,PY,N,13113
D5E86E56B6FD898DE050640AF1086AE4,Penata Perlindungan Saksi dan Korban Ahli Pertama,58,D5E86E56B6FC898DE050640AF1086AE4,PT,N,00350
D5E86E56B6FE898DE050640AF1086AE4,Penata Perlindungan Saksi dan Korban Ahli Muda,58,D5E86E56B6FC898DE050640AF1086AE4,MU,N,00351
D5E86E56B6FF898DE050640AF1086AE4,Penata Perlindungan Saksi dan Korban Ahli Madya,60,D5E86E56B6FC898DE050640AF1086AE4,MA,N,00352
D5E86E56B701898DE050640AF1086AE4,Inspektur Panas Bumi Ahli Pertama,58,D5E86E56B700898DE050640AF1086AE4,PT,N,09606
BADF62952603AC62E050640A2A037FE3,Asisten Agen Intelijen Mahir,58,F21E9AD56E6F5F12E050640AF20854A6,MH,N,22097
858ba19a26964af28f3bba6e5632f6bf,Pengawas Jaminan Produk Halal Ahli Pertama,58,041f7d0cbd5b443a9cf8394b7256513e,PT,N,87474
661a5377443e4d41abe1c3974d66540e,Pengawas Jaminan Produk Halal Ahli Muda,58,041f7d0cbd5b443a9cf8394b7256513e,MU,N,87475
8d0fa1a2621646c3ba72915464a79d7e,Pengawas Jaminan Produk Halal Ahli Madya,60,041f7d0cbd5b443a9cf8394b7256513e,MA,N,87476
089415744b654b9eb0bae70b6979ce3e,Pengawas Jaminan Produk Halal Ahli Utama,60,041f7d0cbd5b443a9cf8394b7256513e,PT,N,87477
a3a400e5983d4a5a95a301612d2b40d9,Penata Kelola Spektrum Frekuensi Radio Ahli Pertama,58,13cf92c161f24cd6adf7b60d09ffc805,PT,N,87478
4588ed510b964c489eb6fb27b080b42d,Penata Kelola Spektrum Frekuensi Radio Ahli Muda,58,13cf92c161f24cd6adf7b60d09ffc805,MU,N,87479
86601451f2b742fea9e15c6f6aaad9ed,Penata Kelola Spektrum Frekuensi Radio Ahli Madya,60,13cf92c161f24cd6adf7b60d09ffc805,MA,N,87480
88D10C558971AEECE050640A29037FE4,Perisalah Legislatif Ahli Pertama,58,85266615176E1B27E050640A2A033128,PT,X,87142
88D10C558970AEECE050640A29037FE4,Perisalah Legislatif Ahli Muda,58,85266615176E1B27E050640A2A033128,MU,X,87141
8ae483a8670b5bd101671110920f2a47,Perisalah Legislatif Ahli Madya,60,85266615176E1B27E050640A2A033128,MA,X,48007
A5EB03E23EDEF6A0E040640A040252AD,Teknik Pengairan Ahli Utama,65,A5EB03E23D84F6A0E040640A040252AD,UT,O,06601
A5EB03E24059F6A0E040640A040252AD,Perawat Muda / Ahli Muda,58,A5EB03E23D8CF6A0E040640A040252AD,MU,O,10002
A5EB03E24058F6A0E040640A040252AD,Perawat Madya / Ahli Madya,60,A5EB03E23D8CF6A0E040640A040252AD,MA,O,10001
97589fa8ef2549839ba65041ce1b35ff,Pelelang Terampil,58,18da1ffa6d3f4dd187e6e6fd721d586d,TR,N,87443
ce83ddc721c94d0eb69b63b4a669474f,Pelelang Mahir,58,18da1ffa6d3f4dd187e6e6fd721d586d,MH,N,87444
fc504ed9a6c24f9888f19133464ac159,Pelelang Penyelia,58,18da1ffa6d3f4dd187e6e6fd721d586d,PY,N,87445
caee177eca404ee8ab1c4e1373e54062,Pelelang Ahli Utama,60,18da1ffa6d3f4dd187e6e6fd721d586d,UT,N,87446
8ae483a85e3679bc015e40c5287f6ea6,Analis Keuangan Pusat dan Daerah Ahli Madya,60,8ae483a85e3679bc015e40a515456c22,MA,N,87003
A5EB03E23FDBF6A0E040640A040252AD,Adikara Siaran Pratama,58,A5EB03E23D82F6A0E040640A040252AD,PT,O,01907
A5EB03E24076F6A0E040640A040252AD,Perancang Peraturan Perundang-undangan Ahli Pertama,58,A5EB03E23DA1F6A0E040640A040252AD,PT,N,12104
A5EB03E24089F6A0E040640A040252AD,Pengamat Meteorologi dan Geofisika Ahli Pertama,58,A5EB03E23DA5F6A0E040640A040252AD,PT,N,16503
A5EB03E24093F6A0E040640A040252AD,Pekerja Sosial Ahli Pertama,58,A5EB03E23DAFF6A0E040640A040252AD,PT,N,16803
A5EB03E23FD5F6A0E040640A040252AD,Asisten Teknisi Siaran Muda / Ahli Muda,58,A5EB03E23DB0F6A0E040640A040252AD,TR,O,01813
A5EB03E23FE9F6A0E040640A040252AD,Ajun Andalan Siaran Muda,58,A5EB03E23DD3F6A0E040640A040252AD,TR,O,02010
A5EB03E23FE8F6A0E040640A040252AD,Ajun Andalan Siaran Madya,58,A5EB03E23DD3F6A0E040640A040252AD,MH,O,02009
A79F2E25D34D219AE050640A29033E4F,Penilai Pemerintah Ahli Pertama,58,A79F2E25D34C219AE050640A29033E4F,PT,N,22003
D5E86E56B702898DE050640AF1086AE4,Inspektur Panas Bumi Ahli Muda,58,D5E86E56B700898DE050640AF1086AE4,MU,N,09607
D5E86E56B703898DE050640AF1086AE4,Inspektur Panas Bumi Ahli Madya,60,D5E86E56B700898DE050640AF1086AE4,MA,N,09608
D5E86E56B704898DE050640AF1086AE4,Inspektur Panas Bumi Ahli Utama,65,D5E86E56B700898DE050640AF1086AE4,UT,N,09609
D6B0F742EB8B1979E040640A02021D72,Analis Pasar Hasil Pertanian Terampil,58,D69E123E93787613E040640A02020D00,TR,N,42103
D82C9863EC3DA5FAE040640A02020B11,Analis Pasar Hasil Pertanian Mahir,58,D69E123E93787613E040640A02020D00,MH,N,87155
D82C9863EC3FA5FAE040640A02020B11,Analis Pasar Hasil Pertanian Ahli Pertama,58,D69E123E93787613E040640A02020D00,PT,N,42105
D82C9863EC3EA5FAE040640A02020B11,Analis Pasar Hasil Pertanian Penyelia,58,D69E123E93787613E040640A02020D00,PY,N,42104
D82C9863EC40A5FAE040640A02020B11,Analis Pasar Hasil Pertanian Ahli Muda,58,D69E123E93787613E040640A02020D00,MU,N,42102
D82C9863EC41A5FAE040640A02020B11,Analis Pasar Hasil Pertanian Ahli Madya,60,D69E123E93787613E040640A02020D00,MA,N,42101
D82C966533087042E040640A02020A8A,Pengawas Lingkungan Hidup Ahli Pertama,58,D69E126A96B62A23E040640A02020D0D,PT,N,42203
D82C966533097042E040640A02020A8A,Pengawas Lingkungan Hidup Ahli Muda,58,D69E126A96B62A23E040640A02020D0D,MU,N,42202
D82C9665330A7042E040640A02020A8A,Pengawas Lingkungan Hidup Ahli Madya,60,D69E126A96B62A23E040640A02020D0D,MA,N,42201
8ae483a570e6758b01710bbce094031d,Pengawas Lingkungan Hidup Ahli Utama,60,D69E126A96B62A23E040640A02020D0D,UT,N,42200
D82C966533047042E040640A02020A8A,Analis Kebijakan Ahli Pertama,58,D69E1293F4AB007CE040640A02020DA6,PT,N,42001
D82C966533057042E040640A02020A8A,Analis Kebijakan Ahli Muda,58,D69E1293F4AB007CE040640A02020DA6,MU,N,42002
D82C966533067042E040640A02020A8A,Analis Kebijakan Ahli Madya,60,D69E1293F4AB007CE040640A02020DA6,MA,N,42003
D82C966533077042E040640A02020A8A,Analis Kebijakan Ahli Utama,65,D69E1293F4AB007CE040640A02020DA6,UT,N,42004
D82C966533007042E040640A02020A8A,Assessor Sumber Daya Manusia Aparatur Ahli Pertama,58,D69E12C1894C51BBE040640A02020E1F,PT,X,43003
D6B0F742EB791979E040640A02021D72,Assessor Sumber Daya Manusia Aparatur Ahli Muda,58,D69E12C1894C51BBE040640A02020E1F,MU,X,43002
D82C966533027042E040640A02020A8A,Assessor Sumber Daya Manusia Aparatur Ahli Madya,60,D69E12C1894C51BBE040640A02020E1F,MA,X,43001
50dff5dfcca049c0934196f60b264feb,Inspektur Sarana Perkeretaapian Ahli Pertama,58,dedbcb30a3834cc28dc4e107a504dd67,PT,N,87447
d3ff39476fdb4ee595fadf626c9786b2,Inspektur Sarana Perkeretaapian Ahli Muda,58,dedbcb30a3834cc28dc4e107a504dd67,MU,N,87448
5de0e666-0fa0-4685-972d-511d5d68b31f,Jaksa Ahli Pertama,60,A5EB03E23DEDF6A0E040640A040252AD,PT,N,04910
DF2D7C0F65F73B9AE050640AF1085DBA,Auditor Manajemen Aparatur Sipil Negara Ahli Madya,60,3319b2843be543bd85628f440a4a48de,MA,N,44008
DF2D7C0F65F83B9AE050640AF1085DBA,Auditor Manajemen Aparatur Sipil Negara Ahli Utama,65,3319b2843be543bd85628f440a4a48de,UT,N,44009
085F28BF83062FF8E060640AF208137E,Asisten Penguji Prasarana Perkeretaapian Penyelia,58,085F26BA561A4F45E060640AF2081326,PY,N,87344
20d5512e99b543a9afccca928fe100f6,Penata Kelola Spektrum Frekuensi Radio Ahli Utama,60,13cf92c161f24cd6adf7b60d09ffc805,PT,N,87481
B0AADCFD91072D55E050640A290328BE,Analis Sumber Daya Manusia Aparatur Ahli Muda,58,142ed0958cfd4a5780f5fd3c8ed26698,MU,N,08013
B0AADCFD91052D55E050640A290328BE,Analis Sumber Daya Manusia Aparatur Ahli Madya,60,142ed0958cfd4a5780f5fd3c8ed26698,MA,N,08012
88D10C5588F4AEECE050640A29037FE4,Analis Perbendaharaan Negara Ahli Utama,60,85266615174F1B27E050640A2A033128,UT,N,87026
A5EB03E23F3FF6A0E040640A040252AD,Guru Dewasa Tingkat. I,60,A5EB03E23DCFF6A0E040640A040252AD,MU,O,00406
A5EB03E23F3BF6A0E040640A040252AD,Guru Utama Madya,60,A5EB03E23DCFF6A0E040640A040252AD,UT,X,00402
2ab7028bbf594d96a1936dd9faf70a58,Asisten Pengawas Kelautan Terampil,58,1ab0f1656ec446119330dbdb03207ed0,TR,N,87358
cc8211e427c24f6893c37d41556c1d45,Asisten Pengawas Kelautan Mahir,58,1ab0f1656ec446119330dbdb03207ed0,MH,N,87359
89c1887e0cad4f1aaa965f3d8212f24c,Asisten Pengawas Kelautan Penyelia,58,1ab0f1656ec446119330dbdb03207ed0,PY,N,87360
ff808081526750320152689c0d3b3156,Rescuer Pelaksana,58,29E97F13F91722E1E050640A15020BC4,TR,O,03814
ff808081526750320152689d2fee330c,Rescuer Pelaksana Lanjutan,58,29E97F13F91722E1E050640A15020BC4,MH,O,03815
ff80808156b0f0e30156b126e82c47ce,Rescuer Penyelia,58,29E97F13F91722E1E050640A15020BC4,PY,O,03820
9386a3ee425947e79b3cf901ea060ddf,Analis Kekayaan Intelektual Ahli Utama,60,34ed97ccefce42ae87c2170488626424,UT,N,87368
2e105c6527f0468fa70cef23670ed115,Teknisi Pengendali Hama dan Penyakit Ikan Mahir,58,390a23819f34431d8c886750278afe13,MH,N,87405
BBFECDD0CB3CC7AAE050640A29035D87,Asisten Penata Kelola Intelijen Terampil,58,50c1b0c898274b8491f41f7e2e8de0d0,TR,N,22112
BBFECDD0CB3DC7AAE050640A29035D87,Asisten Penata Kelola Intelijen Mahir,58,50c1b0c898274b8491f41f7e2e8de0d0,MH,N,22113
BBFECDD0CB3EC7AAE050640A29035D87,Asisten Penata Kelola Intelijen Penyelia,58,50c1b0c898274b8491f41f7e2e8de0d0,PY,N,22114
5bc70dcd3aff434da2e50483526cbf48,Petugas Lapangan Keluarga Berencana Pemula,58,768f2779105344fca10c23f496489399,PM,N,87418
1e70eacab5134b988ac76b66793add9e,Petugas Lapangan Keluarga Berencana Mahir,58,768f2779105344fca10c23f496489399,MH,N,87420
f7c70c62ed78457ab14cf90111566acf,Petugas Lapangan Keluarga Berencana Penyelia,58,768f2779105344fca10c23f496489399,PY,N,87421
88D10C558974AEECE050640A29037FE4,Pranata Informasi Diplomatik Ahli Pertama,58,85266615174B1B27E050640A2A033128,PT,N,87145
